Channel_ID,Video_Category_Name,score_pct
UCDWVNwQce16D16tPc5NBYlQ,People & Blogs,1.0
UCDdgk6Pb1MO51kokam8n9DQ,Entertainment,0.969193047760152
UCDdgk6Pb1MO51kokam8n9DQ,People & Blogs,0.030806952239848
UCDeHpESiU1tbLBqGVkkWAgA,People & Blogs,1.0
UCDhxetGKJhBjKJY7RfiNZHA,Howto & Style,0.9983757297834056
UCDhxetGKJhBjKJY7RfiNZHA,People & Blogs,0.0016242702165943474
UCE50XT-18J7XloAjTSeXqsA,Comedy,0.17316782997616054
UCE50XT-18J7XloAjTSeXqsA,People & Blogs,0.8268321700238395
UCE9yHZh7s9GkN9uxdFPLsQQ,Entertainment,1.0
UCEEzwrDdpMjHqBiyx2u5Ecg,Entertainment,0.9539620351462029
UCEEzwrDdpMjHqBiyx2u5Ecg,Travel & Events,0.04603796485379711
UCEefxzb0Q0N8Gge8MdUgDwA,Entertainment,0.09309478935860879
UCEefxzb0Q0N8Gge8MdUgDwA,People & Blogs,0.9069052106413912
UCElOwjba1OcRDtHOEix1F1w,Howto & Style,0.9660184826080718
UCElOwjba1OcRDtHOEix1F1w,People & Blogs,0.03398151739192828
UCF0ysZtRah0Vo19sh-OLPCQ,Howto & Style,1.0
UCFUsdrPRWY7_7M3SBnoDHpA,Howto & Style,1.0
UCFblfgw66fDUtNhFzCtNhjg,Entertainment,1.0
UCFcBAGR0drI3F15EhMFjuTg,People & Blogs,1.0
UCFfkQtGJDhbknD2rltZUsoA,Entertainment,0.9979445630268171
UCFfkQtGJDhbknD2rltZUsoA,Pets & Animals,0.002055436973182878
UCFtRwgDqD7b6CBYTBXU_YYA,Howto & Style,1.0
UCG8kbqr_aiMJWbEZVcHzvIw,Music,0.011495007919659761
UCG8kbqr_aiMJWbEZVcHzvIw,People & Blogs,0.9885049920803403
UCGCojwD2aXRKB3z-QNeQAfQ,Travel & Events,1.0
UCGIEoB0XJNgUAdKJ--U4nkw,Entertainment,0.8511690872346521
UCGIEoB0XJNgUAdKJ--U4nkw,People & Blogs,0.1488309127653479
UCGLiE4bZSUnly-R-Ij1MiYQ,Entertainment,0.31908306156903843
UCGLiE4bZSUnly-R-Ij1MiYQ,People & Blogs,0.6809169384309616
UCGLpRi1oBdJsaFe1AHLoUuA,Entertainment,1.0
UCGXaE9EsaPbG8YkSm7lBFBA,Entertainment,0.5635483941758347
UCGXaE9EsaPbG8YkSm7lBFBA,Science & Technology,0.4364516058241653
UCGaDjgRl_bxBjVLBpO9tfYg,People & Blogs,1.0
UCGfm1t68P9t9M6JGnE2hlMg,People & Blogs,1.0
UCGiTQEPFMB1RVOwbziMhFgA,Entertainment,0.00529524929798026
UCGiTQEPFMB1RVOwbziMhFgA,Howto & Style,0.9662233651500024
UCGiTQEPFMB1RVOwbziMhFgA,Travel & Events,0.028481385552017322
UCGjUzdrr295y4knSxfHuB4g,Entertainment,0.6754410180696017
UCGjUzdrr295y4knSxfHuB4g,Howto & Style,0.009186387287440012
UCGjUzdrr295y4knSxfHuB4g,People & Blogs,0.22586139326463056
UCGjUzdrr295y4knSxfHuB4g,Pets & Animals,0.06949439130016835
UCGjUzdrr295y4knSxfHuB4g,Travel & Events,0.020016810078159468
UCGtu9J8Hp5lOOdNR4_nZa2Q,Comedy,0.005853270272419401
UCGtu9J8Hp5lOOdNR4_nZa2Q,Entertainment,0.9941467297275806
UCGwlQJcNsISJtvvYKE6jlRA,Howto & Style,0.11798514687519007
UCGwlQJcNsISJtvvYKE6jlRA,People & Blogs,0.88201485312481
UCH4YXG1SMJQsbG8T8gK42Lg,Comedy,0.011874417327204984
UCH4YXG1SMJQsbG8T8gK42Lg,Education,0.022019560360760703
UCH4YXG1SMJQsbG8T8gK42Lg,Entertainment,0.005265790743703197
UCH4YXG1SMJQsbG8T8gK42Lg,Gaming,0.8447229076949305
UCH4YXG1SMJQsbG8T8gK42Lg,Nonprofits & Activism,0.0008354149430132387
UCH4YXG1SMJQsbG8T8gK42Lg,People & Blogs,0.09757067128629403
UCH4YXG1SMJQsbG8T8gK42Lg,Science & Technology,0.017711237644093332
UCH8MwA24ZoW179ISsBNjtxA,Entertainment,0.9815836333702804
UCH8MwA24ZoW179ISsBNjtxA,People & Blogs,0.01841636662971961
UCHDoXvZAer2BWKAcXFfAgaA,Entertainment,1.0
UCHa4YMC0Ps8Yc3bK79Ie2YQ,People & Blogs,1.0
UCHs-iltRBvA-eeRfhTkSD-w,Entertainment,0.12680684548496524
UCHs-iltRBvA-eeRfhTkSD-w,People & Blogs,0.8731931545150348
UCHvX39q1EeRibmIvh4cWMmQ,People & Blogs,1.0
UCHyIoHan9zOOr5ilJ1_nzpQ,People & Blogs,1.0
UCI77vs6tggtIHTsWdfbV9cA,People & Blogs,1.0
UCIJGFw-ROhSEIZjKSgiIhyQ,Autos & Vehicles,0.002488039071428381
UCIJGFw-ROhSEIZjKSgiIhyQ,Howto & Style,0.9712413261600849
UCIJGFw-ROhSEIZjKSgiIhyQ,Travel & Events,0.026270634768486734
UCIKDchmG42DLEvm--dRYEJw,Entertainment,1.0
UCIWHm3sTOREKnwCSoIkE8Uw,Comedy,0.002909482184204243
UCIWHm3sTOREKnwCSoIkE8Uw,Entertainment,0.9934449512552327
UCIWHm3sTOREKnwCSoIkE8Uw,People & Blogs,0.0036455665605630945
UCIYZsndkqCTs4VHfwzt7Ycg,Entertainment,1.0
UCIa3hrsI6Zz_qsVBp3neSiw,People & Blogs,1.0
UCIuYhhXA4wzNfl3wpmXUIBA,People & Blogs,1.0
UCJPJe1WSn5Mc6CR5J-Ku4Lg,People & Blogs,1.0
UCJWInAK0nFgi4TvgJNlreAQ,People & Blogs,1.0
UCJY06sdD6D0lTl_uo-vnpIw,People & Blogs,1.0
UCJer7lK0ILB_RrPzOeJ01fA,People & Blogs,1.0
UCKA9WDUyFYEykfY36CAEEwA,People & Blogs,1.0
UCKF0A9z1JwPgyMXE2cvjMRA,Howto & Style,1.0
UCKHgcjUnD4iptFN70XbuKfA,People & Blogs,1.0
UCKJshBpn6fCOv4VEIcP8x7g,Autos & Vehicles,0.023617904212494246
UCKJshBpn6fCOv4VEIcP8x7g,Entertainment,0.28348976625847633
UCKJshBpn6fCOv4VEIcP8x7g,People & Blogs,0.6928923295290295
UCKVA08s0VWtfPogU65ciffQ,People & Blogs,1.0
UCKXZ9cnWTIvPTqnjgxbPJ2w,People & Blogs,1.0
UCKdz3I4iT5agA3oTKMM-h2A,Entertainment,0.9773694037656776
UCKdz3I4iT5agA3oTKMM-h2A,People & Blogs,0.022630596234322422
UCKjwiN9R-Vj2MDI0p8MC4mQ,Entertainment,1.0
UCKkASYweDWH_Nqo8rr0SIDA,Howto & Style,1.0
UCKq2F4LZ726kAlJG42Q01nQ,People & Blogs,1.0
UCL-LW86fWpQejgKbsoWrQqw,Howto & Style,1.0
UCL33csbVpHztEvQzSCeJ3bw,Howto & Style,0.8332564835658982
UCL33csbVpHztEvQzSCeJ3bw,People & Blogs,0.16674351643410182
UCLCKMDy2LIDv5A0g-7fIX-w,People & Blogs,1.0
UCLED8n7i3BW89MKvGR6g9EA,People & Blogs,1.0
UCLIbef4LhlZM7M78Q24QnXQ,People & Blogs,1.0
UCLffGnZmmdJ4Xs1XBXCv_GA,Entertainment,0.09111859305786366
UCLffGnZmmdJ4Xs1XBXCv_GA,Music,0.05003278172182814
UCLffGnZmmdJ4Xs1XBXCv_GA,People & Blogs,0.8588486252203082
UCLi1iV2wszbLNwLfaKjjgTg,Howto & Style,1.0
UCLvQhela2eNSCz3zPi2ySBQ,People & Blogs,1.0
UCLxMknPThebxDyFS690eyyg,Comedy,0.9996629147161252
UCLxMknPThebxDyFS690eyyg,People & Blogs,0.000337085283874763
UCM0VrraWOXd_WQUmbhTD8ZQ,People & Blogs,1.0
UCM27ExiKXGwpIOiRnsGYIQg,Howto & Style,0.8565149224723748
UCM27ExiKXGwpIOiRnsGYIQg,People & Blogs,0.14348507752762518
UCM3kpRA28vPNlvPYekCNhEw,People & Blogs,1.0
